Bridge ID,Road Type,Year Built,Number of Lanes,Avg Daily Traffic,Operational Status,Structure Material,Deck Material,Bridge Design,Number of Spans,Bridge Length,Road Width,Deck Width,Assessment,Structural improvement Needed,Lifetime
OKW321V14506537D01825,2,1941,2,1560,1,2,1,75,1,11.9,7.4,7.9,4,3,67
OKW321V14506567T02626,2,1941,2,3721,1,1,1,76,1,7,7.3,8.3,3,3,67
OKW321V14506806I01429,2,1941,2,283,1,2,1,75,2,29.6,6.7,7.5,4,3,67
OKW321V14506977E06925,2,1941,2,558,3,1,1,75,1,11.9,5.8,7.2,5,3,67
OKW321V14507126L07725,2,1941,2,1642,3,2,1,75,2,32.9,7.4,8.3,4,3,73
OKW321V14507145P02526,2,1941,2,319,1,2,1,75,1,7,6.6,7.3,3,1,67
OKW321V14507178Q09721,2,1941,2,1342,1,2,1,89,1,64.3,7,7.6,3,3,73
OKW321V14507461S00624,2,1941,2,5848,1,1,1,76,3,33.2,12.2,14.4,3,3,67
OKW321V14507664Q04024,2,1941,2,2787,1,1,1,76,2,20.7,7.9,10.3,4,3,73
OKW321V14507838I02823,2,1941,2,933,1,1,1,85,1,6.4,7.9,8.5,3,1,76
OKW321V14507983P06028,2,1941,2,3299,1,2,2,75,2,12.8,7.4,8,3,1,67
OKW321V14508189F00422,2,1941,2,559,1,2,1,75,1,19.2,6.8,7.5,3,2,67
OKW321V14508788X01020,2,1941,2,1035,1,1,1,76,1,7.9,7.8,8.3,4,1,67
OKW321V14508854P04520,2,1941,2,795,1,2,1,75,1,20.4,7.3,8.2,3,0,72
OKW321V14509085D07520,2,1941,2,210,1,2,1,88,1,30.2,7,7.5,4,3,67
OKW321V14509375G01428,2,1941,2,11604,1,1,1,94,1,13.7,11.7,12.7,2,1,74
OKW321V14509381Y07329,2,1941,2,263,3,2,1,75,1,13.1,4.3,4.3,4,1,67
OKW321V14509684U00126,2,1941,2,644,1,2,1,75,1,8.5,6.8,7.3,3,3,73
OKW321V14509743E00222,2,1941,2,3104,1,2,1,75,1,17.7,6.8,7.6,3,1,76
OKW327B70300527C01029,4,1916,2,1800,1,1,1,75,1,9.1,6.1,7.6,3,3,92
OKW327B70300669N00727,4,1916,2,1180,3,1,1,75,1,10.1,6,6.9,3,1,92
OKW327B70301471T01328,2,1916,2,6798,1,1,1,86,5,168.9,8.9,9.8,3,0,95
OKW327B70301471T01328,2,1916,2,9500,1,1,1,86,5,168.9,8.9,9.8,3,0,97
OKW327B70301708B04623,2,1916,2,3873,1,3,N,79,1,8.5,0,0,4,0,95
OKW327B70301708B04623,2,1916,2,3952,1,3,N,79,1,8.5,0,0,4,0,97
OKW327B70302436U02020,4,1916,1,50,1,1,N,86,1,12.8,4.6,5.3,3,3,92
OKW327B70302517X07827,2,1916,2,704,3,2,2,75,1,10.7,5.8,6.1,4,1,95
OKW327B70302977Y09029,4,1916,1,75,1,1,N,86,1,8.5,4.7,5.3,6,3,92
OKW327B70303983J01722,4,1916,2,440,3,1,3,74,2,18.9,6.9,8.7,2,1,92
OKW327B70305265O09428,2,1916,2,5867,1,2,2,88,1,19.8,6.7,7.4,4,0,95
OKW327B70305265O09428,2,1916,2,6341,1,2,2,88,1,19.8,6.7,7.4,4,3,98
OKW327B70306181N00521,2,1916,2,1918,1,1,N,86,2,64,10,10.7,4,3,92
OKW327B70306826U01428,4,1916,1,50,3,1,N,86,1,21,3.6,4.9,6,3,92
OKW327B70307320H00728,2,1916,2,1782,1,3,N,86,2,18.3,5.9,6.7,3,1,92
OKW327B70307565I03925,2,1916,2,2538,1,3,N,86,3,22.6,6.2,7.6,4,1,92
OKW327B70308914A04926,4,1916,1,50,3,1,N,85,1,9.4,4.3,5.3,3,1,95
OKW327B70308917U06522,2,1916,2,9753,1,1,N,86,1,19.2,6.5,7.3,3,3,92
OKW327B70309650Y06023,4,1916,2,1500,3,2,1,75,1,8.5,6.9,11,5,3,92
OKW327B70309979W03828,2,1916,1,104,1,1,N,86,1,7.9,4.5,5.8,6,3,92
OKW341B30701661R03226,4,1947,2,250,1,1,1,75,1,10.4,5.3,6,4,3,67
OKW341B30702859N07021,4,1947,2,600,3,1,1,75,1,7.9,7,8,4,3,67
OKW341B30703347P06126,4,1947,2,377,3,2,2,75,1,17.1,6.4,6.7,3,0,61
OKW341B30705006V05128,2,1947,2,8771,1,1,N,76,1,13.7,12.2,13.2,3,0,61
OKW341B30705127T06120,2,1947,2,1497,1,1,1,76,1,10.4,9.3,10.2,3,1,61
OKW341B30705690J04422,1,1947,5,14136,1,2,1,75,2,32.3,23.2,25.6,3,3,67
OKW341B30706211F04127,2,1947,2,162,3,2,2,75,1,11.3,7.3,8,4,3,61
OKW341B30709237E02324,4,1947,2,1000,1,2,1,75,1,14.3,7.4,8,3,0,61
OKW351F44600007N01121,2,1965,2,8174,1,1,1,74,3,32.3,9.8,11.2,4,1,43
OKW351F44600705S08128,4,1965,1,17,3,2,2,75,2,14.9,4.2,4.8,6,3,43
OKW351F44600772H03520,1,1965,4,4408,1,1,N,79,1,9.8,0,0,3,0,45
OKW351F44600873M07021,2,1965,2,104,1,1,1,94,1,11.9,9.1,10.8,3,1,43
OKW351F44600955P02423,2,1965,2,147,1,1,1,94,5,79.9,8.6,10.2,3,1,43
OKW351F44601076U01923,1,1965,2,14207,1,1,1,94,3,35.7,12.8,13.9,3,0,48
OKW351F44601227U05828,4,1965,1,1000,1,1,1,85,3,15.8,3.5,6.9,5,1,43
OKW351F44601569G01620,4,1965,2,3600,1,1,N,79,2,8.5,10.5,11.1,3,0,43
OKW351F44601760I09226,1,1965,2,14207,1,1,1,94,3,43.9,12.8,13.9,2,0,48
OKW351F44601760I09226,1,1965,2,13987,1,1,1,94,3,43.9,12.8,13.9,2,0,50
OKW351F44601853B04023,4,1965,2,500,3,1,3,74,1,15.8,11,13.3,4,1,43
OKW351F44601893A04727,1,1965,4,14849,1,1,N,79,1,7.6,0,0,3,0,45
OKW351F44602239H06420,2,1965,2,458,1,1,1,76,1,10.7,9.1,10.8,2,1,43
OKW351F44602245K06928,1,1965,2,19223,1,1,1,75,4,105.2,10,11.4,3,1,43
OKW351F44602245K06928,1,1965,2,19682,1,1,1,75,4,105.2,10,11.4,3,1,45
OKW351F44602277Y08728,2,1965,3,26172,1,2,1,75,3,70.1,14.5,15.5,3,0,48
OKW351F44602277Y08728,2,1965,3,26925,1,2,1,75,3,70.1,14.5,15.5,3,0,52
OKW351F44602289J04629,2,1965,2,7364,1,2,1,75,2,72.2,10.5,11.4,2,0,43
OKW351F44602864D08528,2,1965,2,4752,1,1,1,74,1,75.9,9.8,11.4,6,3,51
OKW351F44603092S05022,4,1965,2,130,1,1,3,74,1,14.6,6.9,7.3,4,1,43
OKW351F44603117S08324,2,1965,2,140,1,1,3,75,5,84.7,8.5,10.2,3,0,48
OKW351F44603558Z06022,1,1965,2,15610,1,1,1,94,3,39.9,12.9,13.8,3,1,43
OKW351F44603558Z06022,1,1965,2,12791,1,1,1,94,3,39.9,12.9,13.8,3,1,45
OKW351F44603896J03521,1,1965,2,13593,1,1,1,94,3,44.2,12.8,13.9,3,0,43
OKW351F44603896J03521,1,1965,2,9085,1,1,1,94,3,44.2,12.8,13.9,2,0,45
OKW351F44604043C02520,2,1965,2,134,1,1,1,94,3,39,8.5,10.2,2,0,48
OKW351F44604052Q08521,2,1965,2,526,1,1,1,94,5,74.7,8.5,10.4,3,1,43
OKW351F44604087T05323,2,1965,2,270,1,1,1,75,1,32,15.9,18,3,1,43
OKW351F44604290K03628,2,1965,2,105,1,1,1,94,3,39,8.5,10.2,2,0,43
OKW351F44604372K09226,1,1965,2,10204,1,2,1,75,1,85,14.1,15.1,4,1,43
OKW351F44604372K09226,1,1965,2,14889,1,2,1,75,1,85,14.1,15.1,4,1,45
OKW351F44604510X00722,4,1965,1,410,1,2,1,75,1,8.2,3.9,4.4,3,1,43
OKW351F44604995U05521,2,1965,2,433,1,1,N,85,1,9.4,9.2,10.8,3,1,43
OKW351F44605300U08426,2,1965,2,1246,1,1,1,79,1,9.1,11.6,13.3,3,0,43
OKW351F44605547Y06422,2,1965,6,66728,1,1,1,94,1,12.8,29.4,42.1,3,1,43
OKW351F44605644B01221,2,1965,1,8249,1,2,1,75,1,33.8,7.9,9.6,2,0,43
OKW351F44605683S04623,2,1965,2,433,1,1,N,76,1,11.3,10.4,12,3,0,43
OKW351F44605880Q09720,1,1965,2,23969,1,1,1,75,3,56.1,13,13,3,0,48
OKW351F44605880Q09720,1,1965,2,43202,1,1,1,75,3,56.1,13,13,3,1,52
OKW351F44606370T01429,1,1965,2,11099,1,1,1,94,3,38.4,18.3,19.4,4,0,48
OKW351F44606756C09620,4,1965,2,361,1,2,2,75,1,28.3,8.5,9.1,3,0,43
OKW351F44607040E09521,2,1965,2,173,1,1,1,75,1,26.2,9.3,10.4,3,1,43
OKW351F44607367S07122,2,1965,3,26172,1,1,1,74,1,39.6,14.5,15.5,3,0,48
OKW351F44607367S07122,2,1965,3,26925,1,1,1,74,1,39.6,14.5,15.5,3,0,52
OKW351F44607686I08028,2,1965,2,2588,1,2,1,82,3,128.6,8.5,11.3,3,0,43
OKW351F44607748S07227,2,1965,2,15211,1,1,1,75,1,27.1,12,13.1,3,1,43
OKW351F44607806P04827,1,1965,6,75674,1,2,1,75,3,110.6,28,30.2,3,0,48
OKW351F44608102Q02121,2,1965,2,2467,1,1,1,74,1,26.2,10.2,11.6,3,0,43
OKW351F44608305W02924,4,1965,1,100,1,2,2,75,1,7,4.5,4.9,4,3,43
OKW351F44608405Q01729,2,1965,4,21047,1,1,1,74,2,301.1,16.5,18.4,2,0,43
OKW351F44608614T08222,2,1965,2,9264,1,2,1,75,2,72.2,10.5,11.4,2,0,48
OKW351F44608649T07625,1,1965,2,8167,1,1,1,94,3,32.3,12.8,13.9,3,0,45
OKW351F44608891X06529,4,1965,2,1000,1,1,3,74,1,12.2,16,16.1,5,1,43
OKW351F44609210S02822,4,1965,2,300,1,2,1,75,1,17.1,6.6,6.6,3,3,43
OKW351F44609523M09228,2,1965,2,1981,1,1,1,74,3,38.1,8.8,9.8,3,0,48
OKW351F44609528Z00624,2,1965,2,181,1,1,1,75,2,62.5,8.6,10.3,3,0,43
OKW351F44609690I03825,1,1965,2,23628,1,1,1,94,3,56.4,12.5,13.9,3,0,48
OKW352G92200004M06024,2,2004,2,226,1,1,1,94,1,11.9,9.1,10,2,1,4
OKW352G92200306I00927,2,2004,2,959,1,1,1,94,1,10.1,10.4,11.4,2,1,4
OKW352G92200944R07221,4,2004,2,50,1,1,1,94,1,26.2,7.8,8.7,2,0,4
OKW352G92202239B05329,1,2004,2,50,1,1,1,75,3,96.6,12.2,13,2,1,4
OKW352G92202361S04624,2,2004,2,2423,1,1,1,79,1,7,10.4,11.4,2,0,4
OKW352G92202956F06425,2,2004,2,747,1,1,N,79,2,9.1,8.9,10.4,2,1,4
OKW352G92203457Z05529,2,2004,2,762,1,1,1,74,2,74.7,9.1,10.2,3,1,4
OKW352G92203528T04626,2,2004,2,429,1,1,1,94,1,19.5,10.6,11.2,2,1,4
OKW352G92204476B06320,4,2004,2,100,1,1,N,86,1,8.5,6.6,7.3,2,1,4
OKW352G92204543L03521,4,2004,2,80,1,2,1,75,3,103.9,7.8,8.7,2,3,4
OKW352G92204933C01421,2,2004,2,2184,1,1,N,79,1,10.4,11.3,12.2,3,0,4
OKW352G92205583R08327,2,2004,2,4421,1,1,N,79,1,7,13.4,14.6,1,0,4
OKW352G92205598P03929,4,2004,2,5000,1,1,1,94,1,22.9,10.4,16.2,2,1,4
OKW352G92206839L03626,2,2004,2,774,1,1,1,94,3,78.9,10.7,11.7,2,1,4
OKW352G92207295A01021,2,2004,2,8778,1,2,1,75,1,25.3,11.6,15.2,2,0,4
OKW352G92207564Q04424,1,2004,2,477125,1,1,1,75,2,94.2,12.2,13.1,2,1,4
OKW352G92207931R00120,4,2004,2,100,1,2,1,75,1,13.1,6.9,7.3,2,0,4
OKW352G92207984W04228,2,2004,2,3069,1,1,1,94,2,58.8,12.2,13.3,1,0,4
OKW352G92208378F09824,4,2004,2,100,1,1,1,94,1,15.5,9.5,9.9,2,0,4
OKW352G92208562V04829,4,2004,2,150,1,1,1,94,2,43.3,8.4,9.3,2,0,4
OKW352G92209302Q04823,2,2004,2,307,1,1,1,75,1,39,10.3,11.2,2,0,4
OKW359F33801992J00127,4,1981,2,50,1,2,2,75,1,6.7,5.5,5.5,3,1,27
OKW359F33807027V08722,5,1981,2,50,1,2,1,75,9,303,8.5,9.6,7,0,35
OKW359F33808701E00727,4,1981,2,150,3,2,3,75,1,27.7,7.1,7.2,4,1,27
OKW359F33808852F09824,4,1981,2,500,3,1,1,74,1,13.1,8,12.1,6,3,27
OKW359F33808949C09829,2,1981,3,2359,1,1,1,75,2,69.5,18.6,19.5,3,1,27
OKW359F33809058C01128,2,1981,2,3165,1,1,N,85,1,10.1,9.9,11.1,2,0,27
OKW362K14500482P01520,2,1948,2,700,1,1,1,76,2,30.2,9.2,10.3,3,1,60
OKW362K14501769K02526,2,1948,2,295,1,1,1,76,2,15.2,7.4,8.3,2,1,60
OKW362K14501938Y00529,2,1948,2,820,1,1,1,76,1,10.4,7.4,8.4,3,0,60
OKW362K14502377O03229,1,1948,4,24971,1,1,N,79,1,22.3,0,0,3,0,62
OKW362K14502408Z05422,2,1948,2,4798,1,2,2,75,2,44.8,7.3,7.9,4,3,60
OKW362K14502464V06528,2,1948,4,23441,2,1,1,76,1,10.1,21,21.6,5,3,60
OKW362K14503193K05720,4,1948,2,106,3,2,2,75,1,11.9,7.3,7.3,3,3,66
OKW362K14503368J01521,2,1948,2,5973,1,1,1,76,1,9.8,7.3,9.8,3,2,69
OKW362K14503649K01923,2,1948,2,697,3,2,3,75,1,13.4,4.3,4.8,3,1,60
OKW362K14504478N05722,2,1948,2,194,1,2,2,75,1,11.6,6.6,7.4,3,0,60
OKW362K14504786R04425,2,1948,2,892,1,1,N,85,1,8.2,7.3,8.3,3,0,60
OKW362K14504849O03726,2,1948,2,329,1,1,1,76,1,10.1,7.1,8.2,3,1,60
OKW362K14506677F03229,2,1948,2,4396,1,1,N,76,1,15.2,11.7,12.6,4,3,60
OKW362K14507508F09621,2,1948,2,2350,1,2,2,75,4,89.9,7.3,8.5,5,3,66
OKW362K14507586S04523,4,1948,2,200,1,1,1,76,1,7.3,7.3,8.3,6,1,60
OKW362K14508000R05629,2,1948,2,351,1,2,1,75,2,39.3,7.3,8.3,3,1,60
OKW362K14508510X04422,2,1948,2,1481,1,2,1,75,3,67.4,7.9,10.4,3,3,60
OKW362K14508940D07926,4,1948,2,50,3,2,3,75,1,9.1,5.9,6.1,6,3,66
OKW362K14508940D07926,4,1948,2,50,3,2,3,75,1,9.1,5.9,6.1,6,3,68
OKW362K14509046X00723,2,1948,2,3238,1,1,1,76,1,8.5,11.7,13,3,0,60
OKW362K14509426V08821,2,1948,2,234,1,2,2,75,1,11.6,6.6,7.4,3,0,65
OKW362K14509481N05027,2,1948,2,869,1,1,1,76,1,11,7.3,8.4,3,0,60
OKW362K14509650B09129,2,1948,2,16650,1,1,1,76,3,41.8,8.5,11.8,4,1,60
OKW362K14509713I01526,2,1948,2,4435,1,2,1,75,2,39,7.9,8.8,3,1,60
OKW374D29400082R08024,1,1969,2,13915,1,1,1,74,3,30.5,11.6,12.7,3,1,39
OKW374D29400082R08024,1,1969,2,6571,1,1,1,74,3,30.5,11.6,12.7,3,1,41
OKW374D29400508I00621,1,1969,2,12726,1,1,1,94,3,28,12.2,13.3,2,0,39
OKW374D29400508I00621,1,1969,2,11945,1,1,1,94,3,28,12.2,13.3,2,0,41
OKW374D29400603G07426,2,1969,2,178,1,1,1,94,3,41.1,8.5,10.2,2,0,44
OKW374D29400666F06020,1,1969,6,19710,1,1,1,74,1,54.3,32.3,33.2,3,3,48
OKW374D29400672B01528,2,1969,2,3181,1,1,1,75,3,42.4,12.2,13.4,3,0,39
OKW374D29401116Q06427,1,1969,2,9976,1,1,1,94,8,149.4,10.7,11.4,3,1,39
OKW374D29401116Q06427,1,1969,2,7975,1,1,1,94,8,149.4,10.7,11.4,3,1,41
OKW374D29401571G06622,1,1969,2,9915,1,1,1,94,3,42.7,12,13.2,3,0,39
OKW374D29401571G06622,1,1969,2,10151,1,1,1,94,3,42.7,12,13.2,3,0,41
OKW374D29401831I01129,4,1969,2,311,1,1,3,74,2,41.5,6.6,7.8,3,0,39
OKW374D29401981O04629,2,1969,2,22852,1,1,1,94,3,33.5,12.2,13.4,3,1,39
OKW374D29402473D01428,1,1969,2,13082,1,1,N,85,3,28,12,13,3,1,39
OKW374D29402473D01428,1,1969,2,6180,1,1,N,85,3,28,12,13,3,1,41
OKW374D29402628W03229,2,1969,2,16911,1,1,1,75,3,40.5,12.2,13.4,3,0,44
OKW374D29402875X07821,2,1969,2,47,1,1,1,74,1,25.6,9.9,11.1,3,1,39
OKW374D29402924E03929,2,1969,2,6566,1,1,1,94,3,35.4,12.2,13.4,3,3,39
OKW374D29403433T04723,2,1969,2,369,1,1,1,94,1,15.2,9.1,10.4,3,0,39
OKW374D29405336R02720,2,1969,2,6566,1,2,1,75,4,152.7,10.2,11.4,3,1,39
OKW374D29405391U08822,4,1969,2,100,1,1,1,74,2,78.9,9.8,13.6,3,0,39
OKW374D29405559K01622,1,1969,2,14388,1,1,1,94,3,41.8,11.7,13,3,1,48
OKW374D29405665K05322,1,1969,2,47410,1,1,1,94,3,32.9,16,16.9,2,1,39
OKW374D29405665K05322,1,1969,2,48543,1,1,1,94,3,32.9,16,16.9,2,1,41
OKW374D29405758O07720,2,1969,2,5630,1,1,1,74,2,29.3,13.4,14.6,3,0,39
OKW374D29405768V01121,1,1969,3,37117,1,1,1,94,3,51.5,15.6,16.7,3,1,39
OKW374D29406063B03020,2,1969,4,12615,1,1,1,94,1,11.6,20.4,22.4,3,1,39
OKW374D29406227P08821,1,1969,3,11896,1,2,1,75,1,79.6,13.7,14.9,4,3,39
OKW374D29406779Z04924,4,1969,2,2306,1,1,3,74,1,16.8,11,17.1,3,0,39
OKW374D29406811O09623,2,1969,2,2073,1,1,1,75,4,99.4,12.8,14,3,0,39
OKW374D29407145O09022,2,1969,2,6365,1,1,1,75,3,56.1,12.2,13.4,3,3,39
OKW374D29407458D00420,2,1969,2,6566,1,1,1,94,3,33.5,12.2,13.4,3,1,39
OKW374D29407839N02727,2,1969,4,8660,1,2,1,75,1,67.1,24.2,25.5,2,0,46
OKW374D29407904A08424,2,1969,1,27092,1,1,1,75,3,56.4,9.1,10.4,3,1,39
OKW374D29408129P09220,2,1969,2,212,1,1,1,94,2,31.1,11,12.2,3,0,39
OKW374D29408186H05023,2,1969,2,17217,1,1,1,94,1,11.6,12.2,13.4,2,0,39
OKW374D29408220U01023,1,1969,3,16277,1,1,1,94,3,49.7,15.4,16.6,3,1,48
OKW374D29408580R07125,2,1969,2,2141,1,1,1,94,5,101.8,9,10.2,3,1,39
OKW374D29408847P09526,4,1969,2,6100,1,2,1,75,3,41.8,10.4,11.6,3,0,39
OKW374D29409258C05428,1,1969,2,15110,1,1,N,85,3,25.3,12.2,13.4,3,1,39
OKW374D29409258C05428,1,1969,2,15470,1,1,N,85,3,25.3,12.2,13.4,3,1,41
OKW374D29409318A07424,2,1969,2,229,1,1,1,85,1,9.1,10.7,11.8,3,1,39
OKW374D29409456M07428,2,1969,2,6308,1,1,1,94,2,37.8,13.4,14.6,3,1,39
OKW374D29409484I09221,2,1969,2,17217,1,2,1,75,4,59.7,12.2,13.4,4,1,39
OKW374D29409680I04623,2,1969,1,3801,1,1,1,75,1,11.6,7.6,10.4,3,0,44
OKW374D29409945U08520,2,1969,2,111,1,1,1,94,3,41.1,8.5,10.2,2,0,39
OKW377M62701226K01727,4,1980,2,656,1,1,3,74,1,12.5,6.4,10.2,4,3,28
OKW377M62702076B06824,2,1980,2,3440,1,1,N,85,1,8.5,10.4,11.4,2,0,28
OKW377M62702287I03729,5,1980,2,50,1,2,1,75,3,46,9.8,10.8,7,0,36
OKW377M62702329A01720,2,1980,2,14316,1,2,1,75,3,208.8,12.2,14.8,3,1,28
OKW377M62702820P01429,4,1980,2,300,1,1,3,74,1,10.1,6.1,8.3,4,1,28
OKW377M62703430E09523,2,1980,2,3888,1,1,N,85,1,10.1,9.8,10.8,2,0,28
OKW377M62703824V01429,4,1980,2,50,1,2,3,75,2,28.7,6.2,6.7,3,0,28
OKW377M62705352J03721,2,1980,2,1702,1,2,2,75,3,77.7,9.6,10,3,0,28
OKW377M62705458W06929,4,1980,2,2000,1,1,1,74,1,26.8,8.5,10.7,3,0,28
OKW377M62705689I05424,2,1980,2,247,1,2,1,75,2,82.6,10.4,11.4,2,0,28
OKW377M62706502X02923,2,1980,2,44,1,1,1,74,1,11.9,8.6,9.6,2,0,28
OKW377M62706531W06923,4,1980,2,5170,1,1,1,74,1,13.1,9.8,10.7,3,0,28
OKW377M62706612B08722,4,1980,2,150,1,3,3,75,1,21.6,7.3,7.7,3,1,28
OKW377M62706770S03920,2,1980,1,1069,1,2,1,75,5,189,9.5,10.8,3,1,28
OKW377M62706876N09527,2,1980,4,7471,1,1,1,94,4,75.3,27.3,29.1,3,3,28
OKW377M62707020O03025,4,1980,2,4724,1,1,1,74,1,16.8,8.5,9.6,3,0,28
OKW377M62707833V04428,4,1980,2,500,1,1,1,94,1,10.4,8.5,9.6,2,0,28
OKW377M62708069U02126,1,1980,3,30600,1,2,1,75,1,30.2,16.5,17.5,3,1,28
OKW377M62708069U02126,1,1980,3,30600,1,2,1,75,1,30.2,16.5,17.5,2,1,30
OKW377M62708438J09923,2,1980,6,42748,1,1,1,94,3,48.2,30.5,32.3,3,1,28
OKW377M62709992T07228,4,1980,2,500,1,1,3,74,1,11.6,8,9.1,2,0,28
OKW384K01400186K05023,2,1989,2,10716,1,2,1,75,2,124.4,12.2,14.8,2,0,26
OKW384K01400287X07528,4,1989,2,11,1,1,3,74,1,15.8,7.5,8.6,4,1,19
OKW384K01400339A03220,4,1989,2,50,1,2,1,75,1,13.4,7.2,7.3,3,3,19
OKW384K01400646R01320,2,1989,2,787,1,1,N,79,2,9.1,9.4,10.5,2,0,19
OKW384K01400997U02728,2,1989,2,133,1,2,1,75,1,38.1,12,12.9,2,0,19
OKW384K01401026Z03626,2,1989,2,9791,1,2,1,75,1,23.8,8.5,12.3,2,0,19
OKW384K01401316I00020,4,1989,2,50,1,2,3,75,1,23.5,6.2,6.3,2,3,19
OKW384K01401905K05828,2,1989,3,16910,1,1,1,94,3,88.7,12.3,14.7,3,0,19
OKW384K01402062Q04827,2,1989,2,573,1,1,1,74,1,39.3,9.8,12.2,3,1,19
OKW384K01402356D02924,2,1989,2,650,1,1,N,79,2,10.4,9.1,10.2,2,0,19
OKW384K01402738M02226,2,1989,2,8719,1,1,N,79,1,6.7,11,16.3,2,0,19
OKW384K01402861Y00424,2,1989,1,221,1,2,1,75,1,41.8,10.4,11.1,2,0,19
OKW384K01402890T05820,4,1989,2,350,1,1,1,74,1,17.1,8.2,9.2,2,0,19
OKW384K01402950V04521,4,1989,2,250,1,1,1,74,1,21.3,7.5,9.8,2,0,28
OKW384K01403290K03527,2,1989,4,21417,1,1,1,75,2,63.4,16.5,19.1,2,0,19
OKW384K01404397V02722,1,1989,2,25801,1,1,1,75,3,62.5,13.4,14.5,2,0,19
OKW384K01404397V02722,1,1989,2,26418,1,1,1,75,3,62.5,13.4,14.5,2,0,21
OKW384K01405377X07723,2,1989,2,787,1,1,N,79,2,10.4,9.3,10.4,2,0,19
OKW384K01405750C00423,2,1989,2,7365,1,1,1,94,1,17.4,10.4,13.1,2,0,26
OKW384K01405818I06727,4,1989,2,100,1,1,3,74,1,9.8,9.1,9.9,2,0,19
OKW384K01405840A00727,4,1989,2,50,1,1,1,74,1,17.7,7.6,8.6,2,0,19
OKW384K01406102Y09329,2,1989,2,8532,1,2,1,75,1,23.8,8.5,12.3,2,0,26
OKW384K01406199M02825,2,1989,2,6600,1,1,N,79,2,8.8,0,0,2,0,26
OKW384K01406323Q09929,2,1989,2,2494,1,1,N,79,1,8.2,10.6,11.6,2,0,19
OKW384K01406821N08722,2,1989,2,316,1,2,1,75,1,32.6,8.5,9.6,2,0,19
OKW384K01407095R02320,1,1989,3,60298,1,2,1,75,1,69.2,17.7,18.9,2,0,19
OKW384K01407095R02320,1,1989,3,49501,1,2,1,75,1,69.2,17.7,18.9,3,0,21
OKW384K01407357Z00329,4,1989,1,200,1,2,3,75,1,19.8,4.7,4.8,3,0,19
OKW384K01407663F03720,2,1989,3,4738,1,1,1,75,3,77.4,15.9,16.6,3,1,19
OKW384K01408048C08228,2,1989,2,4976,1,2,1,75,3,247.8,8.5,11.1,3,0,19
OKW384K01409107P01720,4,1989,2,500,1,1,3,74,1,14.6,8.8,9.8,5,1,27
OKW384K01409399U07027,1,1989,6,47433,1,1,N,79,1,7.9,0,0,2,0,21
OKW384K01409441U01321,2,1989,2,379,1,1,1,75,2,65.5,9.8,10.5,2,1,19
OKW384K01409546A02421,4,1989,2,54,1,1,1,74,1,20.1,9.1,9.8,2,0,19
OKW384K01409692J08521,2,1989,2,8548,1,1,1,74,1,18,8.5,11.2,2,0,19
OKW386Q27700201X01426,4,1952,1,75,1,2,2,75,1,14.9,4.1,4.6,3,3,62
OKW386Q27700864P08528,1,1952,5,31140,1,1,N,76,1,8.5,0,38.4,3,1,65
OKW386Q27700912F05321,2,1952,5,4457,1,1,1,85,1,6.7,26.2,27.4,3,0,61
OKW386Q27700912F05321,2,1952,5,11244,1,1,1,85,1,6.7,26.2,27.4,3,0,65
OKW386Q27701038G04626,2,1952,2,760,1,1,3,74,1,8.2,9.6,10.1,5,3,62
OKW386Q27701038G04626,2,1952,2,855,1,1,3,74,1,8.2,9.6,10.1,5,3,64
OKW386Q27701460E00320,2,1952,2,376,1,2,2,75,1,16.8,7.3,7.8,3,0,56
OKW386Q27701568E00824,1,1952,4,21767,1,1,1,76,2,14.3,21,22.6,4,1,56
OKW386Q27701568E00824,1,1952,4,21767,1,1,1,76,2,14.3,21,22.6,4,1,58
OKW386Q27701637Y04723,2,1952,2,3908,1,2,1,75,3,71.6,8,9,3,1,56
OKW386Q27701837V05125,2,1952,2,162,1,1,1,76,1,10.7,8.7,10.1,3,0,56
OKW386Q27701905V04927,2,1952,2,1517,1,2,1,75,2,25.6,6.8,7.3,4,1,56
OKW386Q27702266R03529,2,1952,2,377,1,2,1,75,1,14.6,7.2,8.3,3,0,61
OKW386Q27702414W08328,2,1952,2,4391,1,1,1,76,2,20.7,11,12.1,3,0,56
OKW386Q27702681I01622,2,1952,4,21060,1,1,1,75,1,31.7,20.7,22.1,4,1,56
OKW386Q27702730F09927,2,1952,2,2310,1,2,1,75,3,41.5,10.2,11.3,2,1,56
OKW386Q27702890R08629,1,1952,4,57410,1,2,1,75,8,454.2,21.3,23.3,3,0,61
OKW386Q27703127X06720,2,1952,2,2755,1,1,N,78,1,9.4,12.3,12.9,2,3,62
OKW386Q27704204K08424,1,1952,4,22663,1,2,1,75,1,15.2,21.1,22.6,4,1,56
OKW386Q27704204K08424,1,1952,4,22663,1,2,1,75,1,15.2,21.1,22.6,4,1,58
OKW386Q27704346D03325,2,1952,2,289,1,2,2,75,2,32.3,7.3,7.9,3,3,56
OKW386Q27704504O04829,1,1952,4,38689,1,1,N,79,1,11.3,0,0,3,0,58
OKW386Q27704546V06628,2,1952,2,200,1,2,1,75,1,37.8,14.8,15.8,3,1,65
OKW386Q27705021Q02029,2,1952,2,5445,1,1,1,76,1,15.2,11.6,12.7,3,1,65
OKW386Q27705464X05625,2,1952,2,121,1,1,1,74,1,11.9,7.3,8.4,2,0,56
